"PartitionKey","RowKey","ConfigGroup","Key","Value"
MatterCenterConfig,RowKey060,CreateMatter,Tab3CheckBox1Text,Include calendar
MatterCenterConfig,RowKey061,CreateMatter,Tab3CheckBox2Text,Include RSS Feeds
MatterCenterConfig,RowKey062,CreateMatter,Tab3CheckBox3Text,Include email notification
MatterCenterConfig,RowKey063,CreateMatter,Tab3CheckBox4Text,Include Tasks
MatterCenterConfig,RowKey064,CreateMatter,Tab3ButtonText,Create and Notify
MatterCenterConfig,RowKey065,CreateMatter,Tab1Textbox2PlaceholderText,Enter a name for this matter
MatterCenterConfig,RowKey066,CreateMatter,Tab1Textbox3Label,Matter ID
MatterCenterConfig,RowKey067,CreateMatter,Tab1Textbox3PlaceholderText,Enter a matter ID
MatterCenterConfig,RowKey068,CreateMatter,Tab1Textbox4Label,Matter Description
MatterCenterConfig,RowKey069,CreateMatter,Tab1Textbox4PlaceholderText,Enter a brief description of the matter
MatterCenterConfig,RowKey070,CreateMatter,Tab1Textbox5Label,Matter Type (click Select to define the practice group and area of law)
MatterCenterConfig,RowKey071,CreateMatter,Tab1DrpDownLevel1DefaultSelectOption,Select a practice group
MatterCenterConfig,RowKey072,CreateMatter,Tab1TermsSelectionSearchPlaceHolderText,Search by typing
MatterCenterConfig,RowKey073,CreateMatter,Tab1LabelFinalTypeText,MatterType
MatterCenterConfig,RowKey074,CreateMatter,Tab1LabelPrimaryTypeText,Please select primary matter type
MatterCenterConfig,RowKey075,CreateMatter,Tab1LabelPrimaryTypeBeforeSaveText,Please select primary matter type before you save.
MatterCenterConfig,RowKey076,CreateMatter,Tab1ButtonSaveSelectiponText,Save Selections
MatterCenterConfig,RowKey081,DocumentDashboard,LinkImageLoadingTitle,Matter Center Home
MatterCenterConfig,RowKey082,DocumentDashboard,ImageLoadingAltText,Matter Center
MatterCenterConfig,RowKey083,DocumentDashboard,Image1EmailAttachmentText,Email as attachment
MatterCenterConfig,RowKey084,DocumentDashboard,Image2EmailAttachmentLinkText,Email as link
MatterCenterConfig,RowKey085,DocumentDashboard,Image3EmailRemovalAttachmentLinkText,Remove attachment
MatterCenterConfig,RowKey086,DocumentDashboard,SearchDocumentPlaceholderText,"Search by document name, document ID, or keyword"
MatterCenterConfig,RowKey087,DocumentDashboard,ImageAdvanceSearchAltText,Drop Down
MatterCenterConfig,RowKey088,DocumentDashboard,ImageAdvanceSearchTitle,Advanced search
MatterCenterConfig,RowKey089,DocumentDashboard,AdvSearchLabel1Text,Clients
MatterCenterConfig,RowKey090,DocumentDashboard,AdvSearchLabel1FunctionParameterText,client
MatterCenterConfig,RowKey091,DocumentDashboard,AdvSearchTextbox1PlaceholderText,Enter or select a client
MatterCenterConfig,RowKey092,DocumentDashboard,AdvSearchSelectAllLinkText,Select All
MatterCenterConfig,RowKey093,DocumentDashboard,AdvSearchSelectNoneLinkText,Select None
MatterCenterConfig,RowKey094,DocumentDashboard,AdvSearchbuttonOkText,Ok
MatterCenterConfig,RowKey095,DocumentDashboard,AdvSearchbuttonCancelText,Cancel
MatterCenterConfig,RowKey096,DocumentDashboard,AdvSearchLabel2Text,Author
MatterCenterConfig,RowKey097,DocumentDashboard,AdvSearchTextbox2PlaceholderText,Document Author
MatterCenterConfig,RowKey098,DocumentDashboard,AdvSearchLabel3Text,Date
MatterCenterConfig,RowKey099,DocumentDashboard,AdvSearchTextbox3PlaceholderText,From
MatterCenterConfig,RowKey100,DocumentDashboard,AdvSearchTextbox4PlaceholderText,To
MatterCenterConfig,RowKey101,DocumentDashboard,NoSearchResultMsgText,No Results Found
MatterCenterConfig,RowKey102,DocumentDashboard,AdvSearchButtonSearchText,Search
MatterCenterConfig,RowKey103,DocumentDashboard,Tab1HeaderText,My documents
MatterCenterConfig,RowKey104,DocumentDashboard,Tab2HeaderText,All documents
MatterCenterConfig,RowKey105,DocumentDashboard,Tab3HeaderText,Pinned documents
MatterCenterConfig,RowKey106,DocumentDashboard,ImageMailCartIconTitle,Review the contents of your mail cart and send the selected documents to your OneDrive or via email.
MatterCenterConfig,RowKey107,DocumentDashboard,ImageMailCartIconAltText,Mail Cart
MatterCenterConfig,RowKey108,DocumentDashboard,LabelSortByText,Sort by:
MatterCenterConfig,RowKey109,DocumentDashboard,LabelSortByTitle,Sort By
MatterCenterConfig,RowKey110,DocumentDashboard,DrpDownOption1Text,None
MatterCenterConfig,RowKey111,DocumentDashboard,DrpDownOption2Text,Alphabetical
MatterCenterConfig,RowKey112,DocumentDashboard,DrpDownOption3Text,Created date
MatterCenterConfig,RowKey113,DocumentDashboard,DrpDownOption4Text,Modified date
MatterCenterConfig,RowKey114,DocumentDashboard,MattersPreLoadingMsgText, Please wait while the Documents load.
MatterCenterConfig,RowKey115,DocumentDashboard,AttachmentLoadingText,Loading...
MatterCenterConfig,RowKey116,DocumentDashboard,GridColumn1Header,Document
MatterCenterConfig,RowKey117,DocumentDashboard,GridColumn2Header,Client
MatterCenterConfig,RowKey118,DocumentDashboard,GridColumn3Header,Author
MatterCenterConfig,RowKey119,DocumentDashboard,GridColumn4Header,Modified Date
MatterCenterConfig,RowKey120,DocumentDashboard,GridColumn5Header,Document ID
MatterCenterConfig,RowKey121,DocumentDashboard,GridColumn6Header,Version
MatterCenterConfig,RowKey131,Documents,EllipsisLink4Text,Unpin this Document
MatterCenterConfig,RowKey132,Documents,StartDatePlaceHolder,Start mm/dd/yyyy
MatterCenterConfig,RowKey133,Documents,EndDatePlaceHolder,End mm/dd/yyyy
MatterCenterConfig,RowKey134,Documents,ImageWarningTitle,Warning
MatterCenterConfig,RowKey135,Documents,ImageWarningAltText,Warning icon
MatterCenterConfig,RowKey136,Documents,AttachmentSuccessfullyMsgText,Documents successfully attached.
MatterCenterConfig,RowKey137,Documents,AttachmentProgressingText,Attaching
MatterCenterConfig,RowKey138,Documents,AttachmentProgressingWarningText,Do not close Matter Center until all documents are attached.
MatterCenterConfig,RowKey139,Documents,AttachmentLoadingText,Loading...
MatterCenterConfig,RowKey140,Documents,ButtonOkText,Ok
MatterCenterConfig,RowKey141,Documents,ImageClearTitle,Clear
MatterCenterConfig,RowKey142,Documents,LabelCloseText,Close
MatterCenterConfig,RowKey143,Documents,ClearFilterFromLabelText,Clear filters from 
MatterCenterConfig,RowKey144,Documents,NoFilterMatchMsgTitle,There are no items that match this filter
MatterCenterConfig,RowKey145,Documents,NoFilterMatchMsgText,There are no items that match this filter
MatterCenterConfig,RowKey146,Documents,LabelDocumentText,documents...
MatterCenterConfig,RowKey147,Documents,LabelOfText,of
MatterCenterConfig,RowKey148,Documents,ImageClearAltText,Clear filters
MatterCenterConfig,RowKey149,Documents,FilterSearchPlaceholderText,Search
MatterCenterConfig,RowKey150,Documents,EllipsisDocTypeIconAltText,Document type icon
MatterCenterConfig,RowKey151,Documents,FlyoutLable1Text,Matter
MatterCenterConfig,RowKey152,Documents,FlyoutLable2Text,Document ID
MatterCenterConfig,RowKey153,Documents,GridColumn8Header,Created Date
MatterCenterConfig,RowKey154,Documents,Dropdown1Item1,All Documents
MatterCenterConfig,RowKey155,Documents,Dropdown1Item2,My Documents
MatterCenterConfig,RowKey156,Documents,Dropdown1Item3,Pinned Documents
MatterCenterConfig,RowKey157,Documents,SearchPlaceholderText,"Search by ID, or document or client name"
MatterCenterConfig,RowKey158,Documents,NoDataSearchText,"Nothing matches your search term or the filter you selected. Please try again.<br>If you applied a filter, remove it to get back to your list.<br>Search suggestions:<br><ul><li>Make sure all words are spelled correctly</li><li>Try different keywords</li><li>Try searching by the matter name or client name</li><li>Try more general search terms</li></ul>"
MatterCenterConfig,RowKey159,Documents,GridColumn1Header,Document
MatterCenterConfig,RowKey160,Documents,GridColumn2Header,Client
MatterCenterConfig,RowKey161,Documents,GridColumn3Header,Client.MatterID
MatterCenterConfig,RowKey162,Documents,GridColumn4Header,Modified Date
MatterCenterConfig,RowKey163,Documents,GridColumn5Header,Author
MatterCenterConfig,RowKey164,Documents,GridColumn6Header,Document Version
MatterCenterConfig,RowKey165,Documents,GridColumn7Header,Checked out to
MatterCenterConfig,RowKey166,Documents,HeaderText,All Documents
MatterCenterConfig,RowKey167,Documents,EllipsisLink1Text,Open this Document
MatterCenterConfig,RowKey168,Documents,EllipsisLink2Text,View Matter Details
MatterCenterConfig,RowKey169,Documents,EllipsisLink3Text,Pin this Document
MatterCenterConfig,RowKey170,Documents,FlyoutButton1Text,Open document
MatterCenterConfig,RowKey171,Documents,FlyoutButton2Text,View document details
MatterCenterConfig,RowKey181,Header,MenuImage1Title,Matter center menu
MatterCenterConfig,RowKey182,Header,MenuImage1Caption,menu
MatterCenterConfig,RowKey183,Header,MenuImage1OpenTitle,Open App Switcher
MatterCenterConfig,RowKey184,Header,MenuImage1CloseTitle,Close App Switcher
MatterCenterConfig,RowKey185,Header,Menu1Option1Title,Home
MatterCenterConfig,RowKey186,Header,Menu1Option2Title,Search matters
MatterCenterConfig,RowKey187,Header,Menu1Option3Title,Search documents
MatterCenterConfig,RowKey188,Header,Menu1Option1Text,Home
MatterCenterConfig,RowKey189,Header,Menu1Option2Text,Matters
MatterCenterConfig,RowKey190,Header,Menu1Option3Text,Documents
MatterCenterConfig,RowKey191,Header,ContextualHelpImageTitle,Matter center help
MatterCenterConfig,RowKey192,Header,ContextualHelpHeader,Matter Center For Outlook
MatterCenterConfig,RowKey193,Header,ContextualHelpNoLinkText,There are no help links available.
MatterCenterConfig,RowKey194,Header,ContextualHelpFooterLink1Label,Matter Center Aisling Support
MatterCenterConfig,RowKey195,Header,LogoImageTitle,Matter center home
MatterCenterConfig,RowKey196,Header,ContextualHelpLabel1,Get to know this view
MatterCenterConfig,RowKey197,Header,ContextualHelpLabel2,How do I get Project Center on my device?
MatterCenterConfig,RowKey198,Header,MatterCenterSupportLink,mailto:support@supportsite.com
MatterCenterConfig,RowKey199,Header,ContextualHelpFooterLink1Title,Write an email to support
MatterCenterConfig,RowKey200,Header,ContextualHelpFooterLabel,Questions? Contact 
MatterCenterConfig,RowKey201,Header,ContextualHelpAltText,Contextual Help
MatterCenterConfig,RowKey202,Header,ContextualHelpFlyoutAltText,Close flyout
MatterCenterConfig,RowKey203,Header,CloseTitle,Close
MatterCenterConfig,RowKey204,Header,DashboardMenuImageUpperCaption,Matter Center
MatterCenterConfig,RowKey205,Header,DashboardMenuImageLowerCaption,for Office 365
MatterCenterConfig,RowKey206,Header,ImageOpenHamburgerTitle,View links
MatterCenterConfig,RowKey207,Header,DashboardHeaderSearchPlaceholderText,Search SharePoint
MatterCenterConfig,RowKey208,Header,DashboardSearchIconTitle,Search
MatterCenterConfig,RowKey209,Header,HamburgerMenuOption3Text,Settings
MatterCenterConfig,RowKey210,Header,FooterMenuOption4Text,Microsoft
MatterCenterConfig,RowKey211,Header,FooterMenuOption1Text,Feedback & Support
MatterCenterConfig,RowKey212,Header,FooterMenuOption2Text,Privacy & Cookies
MatterCenterConfig,RowKey213,Header,FooterMenuOption3Text,Terms of use
MatterCenterConfig,RowKey214,Header,ProfilePictureLabelText,Profile Picture
MatterCenterConfig,RowKey215,Header,LabelSingOutText,Sign Out
MatterCenterConfig,RowKey216,Header,ImageCloseHamburgerTitle,Close
MatterCenterConfig,RowKey226,MatterDashboard,LinkImageLoadingTitle,Matter Center Home
MatterCenterConfig,RowKey227,MatterDashboard,ImageLoadingAltText,Matter Center
MatterCenterConfig,RowKey228,MatterDashboard,ImageCloseTitle,Close
MatterCenterConfig,RowKey229,MatterDashboard,AttachmentLoadingText,Loading...
MatterCenterConfig,RowKey230,MatterDashboard,SearchTextboxPlaceholderText,"Search by document name, document ID, or keyword"
MatterCenterConfig,RowKey231,MatterDashboard,ImageAdvanceSearchAltText,Drop Down
MatterCenterConfig,RowKey232,MatterDashboard,ImageAdvanceSearchTitle,Advanced search
MatterCenterConfig,RowKey233,MatterDashboard,AdvSearchLabel1Text,Clients
MatterCenterConfig,RowKey234,MatterDashboard,AdvSearchTextbox1PlaceholderText,Enter or select a client
MatterCenterConfig,RowKey235,MatterDashboard,AdvSearchSelectAllLinkText,Select All
MatterCenterConfig,RowKey236,MatterDashboard,AdvSearchSelectNoneLinkText,Select None
MatterCenterConfig,RowKey237,MatterDashboard,AdvSearchbuttonOkText,Ok
MatterCenterConfig,RowKey238,MatterDashboard,AdvSearchbuttonCancelText,Cancel
MatterCenterConfig,RowKey239,MatterDashboard,AdvSearchLabel2Text,Practice Group
MatterCenterConfig,RowKey240,MatterDashboard,AdvSearchTextbox2PlaceholderText,Enter or select a practice group
MatterCenterConfig,RowKey241,MatterDashboard,AdvSearchLabel3Text,Area of Law
MatterCenterConfig,RowKey242,MatterDashboard,AdvSearchTextbox3PlaceholderText,Enter or select an area of law
MatterCenterConfig,RowKey243,MatterDashboard,AdvSearchLabel4Text,Date
MatterCenterConfig,RowKey244,MatterDashboard,AdvSearchTextbox4PlaceholderText,From
MatterCenterConfig,RowKey245,MatterDashboard,AdvSearchTextbox5PlaceholderText,To
MatterCenterConfig,RowKey246,MatterDashboard,AdvSearchButtonSearchText,Search
MatterCenterConfig,RowKey247,MatterDashboard,Tab1HeaderText,My matters
MatterCenterConfig,RowKey248,MatterDashboard,Tab2HeaderText,All matters 
MatterCenterConfig,RowKey249,MatterDashboard,Tab3HeaderText,Pinned matters
MatterCenterConfig,RowKey250,MatterDashboard,ButtonExportText,Export
MatterCenterConfig,RowKey251,MatterDashboard,LabelSortByText,Sort by:
MatterCenterConfig,RowKey252,MatterDashboard,DrpDownOption1Text,None
MatterCenterConfig,RowKey253,MatterDashboard,DrpDownOption2Text,Alphabetical
MatterCenterConfig,RowKey254,MatterDashboard,DrpDownOption3Text,Created date
MatterCenterConfig,RowKey255,MatterDashboard,NoSearchResultMsgText,No results found.
MatterCenterConfig,RowKey256,MatterDashboard,Button1DuplicateContentTitle,Matter Center will compare all content and data associated with the two documents. Navigating away from this screen will cancel the content check.
MatterCenterConfig,RowKey257,MatterDashboard,Button1DuplicateContentText,Perform content check
MatterCenterConfig,RowKey258,MatterDashboard,Button2SaveLatestVersionTitle,The file will be saved as the latest version of the existing document that has same title. Matter Center will retain all prior versions of the document.
MatterCenterConfig,RowKey259,MatterDashboard,Button2SaveLatestVersionText,Save as latest version
MatterCenterConfig,RowKey260,MatterDashboard,Button3AppendDateTitle,"The file will be saved as new, separate document with the current date and time added to the end of the file name."
MatterCenterConfig,RowKey261,MatterDashboard,Button3AppendDateText,Append date to file name and save
MatterCenterConfig,RowKey262,MatterDashboard,Button4CancelUploadTitle,This document will not be uploaded and you will return to the previous screen.
MatterCenterConfig,RowKey263,MatterDashboard,Button4CancelUploadText,Cancel upload
MatterCenterConfig,RowKey264,MatterDashboard,Image1ContentCheckText,Checking content
MatterCenterConfig,RowKey265,MatterDashboard,UploadCompleteLabel1Text,Upload complete.
MatterCenterConfig,RowKey266,MatterDashboard,CloseIconText,X
MatterCenterConfig,RowKey267,MatterDashboard,AttachmentPopupHeaderText,Drag and drop items to folders on the right
MatterCenterConfig,RowKey268,MatterDashboard,AttachmentPopupHeaderItem1Text,Items
MatterCenterConfig,RowKey269,MatterDashboard,AttachmentPopupHeaderItem2Text,Folders
MatterCenterConfig,RowKey270,MatterDashboard,AttachmentEditImageTitle,Edit attachment name
MatterCenterConfig,RowKey271,MatterDashboard,AttachmentEditImageAltText,Edit
MatterCenterConfig,RowKey272,MatterDashboard,AttachmentSaveImageTitle,Save attachment name
MatterCenterConfig,RowKey273,MatterDashboard,AttachmentSaveImageText,Save
MatterCenterConfig,RowKey274,MatterDashboard,AttachmentUploadSuccessfullyImageAltText,Uploaded successfully
MatterCenterConfig,RowKey275,MatterDashboard,AttachmentIconImageAltText,attachment icon
MatterCenterConfig,RowKey276,MatterDashboard,AttachmentTestTitle,Test attachments
MatterCenterConfig,RowKey277,MatterDashboard,AttachmentEmptyText,No files uploaded
MatterCenterConfig,RowKey278,MatterDashboard,AttachmentPopupFooterImageCapetion,You can also drag and drop files from your desktop.
MatterCenterConfig,RowKey279,MatterDashboard,MattersPreLoadingMsgText,Please wait while the Matters load.
MatterCenterConfig,RowKey280,MatterDashboard,GridColumn1Header,Matter
MatterCenterConfig,RowKey281,MatterDashboard,GridColumn2Header,Client
MatterCenterConfig,RowKey282,MatterDashboard,GridColumn3Header,Client.Matter ID
MatterCenterConfig,RowKey283,MatterDashboard,GridColumn4Header,Modified Date
MatterCenterConfig,RowKey284,MatterDashboard,GridColumn5Header,Responsible attorney
MatterCenterConfig,RowKey285,MatterDashboard,AdvSearchLabel1InternalFuncParamText,client
MatterCenterConfig,RowKey286,MatterDashboard,AdvSearchLabel2InternalFuncParamText,level1
MatterCenterConfig,RowKey287,MatterDashboard,AdvSearchLabel3InternalFuncParamText,level2
MatterCenterConfig,RowKey297,Matters,EllipsisLink5Text,Unpin this matter
MatterCenterConfig,RowKey298,Matters,AttachmentEditImageTitle,Edit attachment name
MatterCenterConfig,RowKey299,Matters,AttachmentEditImageAltText,Edit
MatterCenterConfig,RowKey300,Matters,AttachmentSaveImageTitle,Save attachment name
MatterCenterConfig,RowKey301,Matters,AttachmentSaveImageText,Save
MatterCenterConfig,RowKey302,Matters,AttachmentUploadSuccessfullyImageAltText,Uploaded successfully
MatterCenterConfig,RowKey303,Matters,AttachmentIconImageAltText,attachment icon
MatterCenterConfig,RowKey304,Matters,AttachmentTestTitle,Test attachments
MatterCenterConfig,RowKey305,Matters,AttachmentEmptyText,No files uploaded
MatterCenterConfig,RowKey306,Matters,AttachmentBreadcrumAltText,Root
MatterCenterConfig,RowKey307,Matters,AttachmentFolderAltText,Documents
MatterCenterConfig,RowKey308,Matters,FilterSearchPlaceholderText,Search
MatterCenterConfig,RowKey309,Matters,ClearFilterText,Clear filters from 
MatterCenterConfig,RowKey310,Matters,NoFilterMatchMsgTitle,There are no items that match this filter
MatterCenterConfig,RowKey311,Matters,NoFilterMatchMsgText,There are no items that match this filter
MatterCenterConfig,RowKey312,Matters,ImageCloseText,Close
MatterCenterConfig,RowKey313,Matters,ImageClearTitle,Clear
MatterCenterConfig,RowKey314,Matters,ImageClearAltText,Clear filters
MatterCenterConfig,RowKey315,Matters,ClearFilterFromLabelText,Clear filters from 
MatterCenterConfig,RowKey316,Matters,ImageWarningAltText,Warning Message
MatterCenterConfig,RowKey317,Matters,Button1DuplicateContentTitle,Matter Center will compare all content and data associated with the two documents. Navigating away from this screen will cancel the content check.
MatterCenterConfig,RowKey318,Matters,Button1DuplicateContentText,Perform content check
MatterCenterConfig,RowKey319,Matters,Button2SaveLatestVersionTitle,The file will be saved as the latest version of the existing document that has same title. Matter Center will retain all prior versions of the document.
MatterCenterConfig,RowKey320,Matters,Button2SaveLatestVersionText,Save as latest version
MatterCenterConfig,RowKey321,Matters,Button3AppendDateTitle,"The file will be saved as new, separate document with the current date and time added to the end of the file name."
MatterCenterConfig,RowKey322,Matters,Button3AppendDateText,Append date to file name and save
MatterCenterConfig,RowKey323,Matters,Button4CancelUploadTitle,This document will not be uploaded and you will return to the previous screen.
MatterCenterConfig,RowKey324,Matters,Button4CancelUploadText,Cancel upload
MatterCenterConfig,RowKey325,Matters,Button5OkTitle,This document will not be uploaded and you will return to the previous screen.
MatterCenterConfig,RowKey326,Matters,Button5OkText,Ok
MatterCenterConfig,RowKey327,Matters,Image1ContentCheckText,Checking content  
MatterCenterConfig,RowKey328,Matters,Button6CancelText,Cancel
MatterCenterConfig,RowKey329,Matters,UploadCompleteLabel1Text,Upload complete.
MatterCenterConfig,RowKey330,Matters,CloseIconText,x
MatterCenterConfig,RowKey331,Matters,StartDatePlaceHolder,Start mm/dd/yyyy
MatterCenterConfig,RowKey332,Matters,EndDatePlaceHolder,End mm/dd/yyyy
MatterCenterConfig,RowKey333,Matters,GridColumn8Header,Area of Law
MatterCenterConfig,RowKey334,Matters,AttachmentLoadingText,Loading...
MatterCenterConfig,RowKey335,Matters,GridColumn5Header,Responsible Attorney
MatterCenterConfig,RowKey336,Matters,GridColumn6Header,Sub Area of Law
MatterCenterConfig,RowKey337,Matters,GridColumn7Header,Open Date
MatterCenterConfig,RowKey338,Matters,Dropdown1Item1,All Matters
MatterCenterConfig,RowKey339,Matters,Dropdown1Item2,My Matters
MatterCenterConfig,RowKey340,Matters,Dropdown1Item3,Pinned Matters
MatterCenterConfig,RowKey341,Matters,SearchPlaceholderText,"Search by ID, or matter or client name"
MatterCenterConfig,RowKey342,Matters,NoDataSearchText,"Nothing matches your search term or the filter you selected. Please try again.<br>If you applied a filter, remove it to get back to your list.<br>Search suggestions:<br><ul><li>Make sure all words are spelled correctly</li><li>Try different keywords</li><li>Try searching by the matter name or client name</li><li>Try more general search terms</li></ul>"
MatterCenterConfig,RowKey343,Matters,GridColumn1Header,Matter
MatterCenterConfig,RowKey344,Matters,GridColumn2Header,Client
MatterCenterConfig,RowKey345,Matters,GridColumn3Header,Client.MatterID
MatterCenterConfig,RowKey346,Matters,GridColumn4Header,Modified Date
MatterCenterConfig,RowKey347,Matters,HeaderText,All Matters
MatterCenterConfig,RowKey348,Matters,EllipsisLink1Text,Upload to this Matter
MatterCenterConfig,RowKey349,Matters,EllipsisLink2Text,View Matter Details
MatterCenterConfig,RowKey350,Matters,EllipsisLink3Text,Go to Matter OneNote
MatterCenterConfig,RowKey351,Matters,EllipsisLink4Text,Pin this matter
MatterCenterConfig,RowKey352,Matters,FlyoutButton1Text,View matter details
MatterCenterConfig,RowKey353,Matters,FlyoutButton2Text,Upload to a matter
MatterCenterConfig,RowKey354,Matters,AttachmentPopupHeaderText,Drag and drop items to folders on the right
MatterCenterConfig,RowKey355,Matters,AttachmentPopupFooterImageCapetion,You can also drag and drop files from your desktop.
MatterCenterConfig,RowKey356,Matters,AttachmentPopupHeaderItem1Text,Items
MatterCenterConfig,RowKey357,Matters,AttachmentPopupHeaderItem2Text,Folders
MatterCenterConfig,RowKey358,Matters,AttachmentPopupHeaderText,Upload to a matter
MatterCenterConfig,RowKey371,Navigation,MenuItem1LinkTitle,Home
MatterCenterConfig,RowKey372,Navigation,MenuItem1LinkTitle,Search matters
MatterCenterConfig,RowKey373,Navigation,MenuItem1LinkTitle,Search documents
MatterCenterConfig,RowKey374,Navigation,NameTitle,Matter
MatterCenterConfig,RowKey375,Navigation,HeaderBarLink1Title,Learn more about matter center
MatterCenterConfig,RowKey376,Navigation,HeaderBarLink2Title,Remove this section
MatterCenterConfig,RowKey377,Navigation,MenuImageOpenTitle,Open App Switcher
MatterCenterConfig,RowKey378,Navigation,MenuImageCloseTitle,Close App Switcher
